ユーザー名,表示名,業種,備考
"sauna_yogan_fukuoka_tenjin","サウナヨーガン福岡天神","サウナ・温浴施設","HP: https://yogan-sauna-fukuoka-tenjin.jp/"
"u226026","源泉掛け流し温泉久留米 游心の湯","サウナ・温浴施設","HP: http://www.yushin-yu.com/"
"hinatanomori","ヒナタの杜 小戸の湯どころ","サウナ・温浴施設","HP: https://www.hinatanomori.jp/"
"totonoi.sauna.kokura","小倉サウナ TOTONOI (ととのい)","サウナ・温浴施設","HP: https://www.totonoikokura.com/"
"terihasparesort","照葉スパリゾート","サウナ・温浴施設","HP: http://www.terihaspa.jp/"
"yamatsubasa_","宗像王丸・天然温泉 やまつばさ","サウナ・温浴施設","HP: http://www.yamatsubasa.jp/"
"glamping_gokan","グランピング五感","サウナ・温浴施設","HP: https://glamping-gokan.com/"
"nakagawa_seiryu","那珂川清滝","サウナ・温浴施設","HP: https://www.nakagawaseiryu.jp/"
"saikonoyu","大牟田天然温泉 最高の湯","サウナ・温浴施設","HP: http://saikonoyu.com/"
"amandi_chikushino","筑紫野温泉 アマンディ","サウナ・温浴施設","HP: https://www.amandi.jp/index2.html"
"bengaracun","天然温泉 べんがらの湯(八女市健康増進施設 べんがら村)","サウナ・温浴施設","HP: https://www.bengalamura.com/"
"dormyinn.official","天然温泉 袖湊の湯(ドーミーインPREMIUM 博多・キャナルシティ前)","サウナ・温浴施設","HP: https://www.hotespa.net/hotels/hakatacanal/"
"suneffect_fukutsu","SUN EFFECT","サウナ・温浴施設","HP: https://suneffect.jp/"
"kurume.onsen","湯の坂 久留米温泉","サウナ・温浴施設","HP: http://www.kurume-onsen.com/"
"seasidespa1126","シーサイドスパ","サウナ・温浴施設","HP: http://www.souyu.co.jp/seaside/"
"icho.no.yu","いちょうの湯","サウナ・温浴施設","HP: https://ichonoyu.com/"
"yakuoji_kairakusou","日帰りの湯  薬王寺の湯 漢方薬湯 偕楽荘","サウナ・温浴施設","HP: https://kairakusou.info/"
"terihaspa_moji","照葉スパリゾート門司店","サウナ・温浴施設","HP: http://terihaspa.jp/moji"
"dormyinn.official","天然温泉 御笠の湯(ドーミーイン博多祇園)","サウナ・温浴施設","HP: http://www.hotespa.net/hotels/hakata/"
"hilltopresort_fukuoka","ヒルトップ リゾート福岡","サウナ・温浴施設","HP: http://agorafukuoka-hilltop.com"
"kurume_girls_trip","天然の湯 あおき温泉","サウナ・温浴施設","HP: https://welcome-kurume.com/spots/detail/dbc36439-eb1d-4858-a146-c9dd4b804133"
"hotel_higuchiken","船小屋温泉 ホテル樋口軒","サウナ・温浴施設","HP: https://www.higuchiken.co.jp/"
"iizuka_tourism_association","こうの湯温泉","サウナ・温浴施設","HP: http://kankou-iizuka.jp/topic_174/"
"theluigans","ザ・ルイガンズ. スパ アンド リゾート","サウナ・温浴施設","HP: https://www.luigans.com/room/outsidesauna_santena/"
"fukuoka_taisenkaku","原鶴温泉 泰泉閣","サウナ・温浴施設","HP: http://www.taisenkaku.co.jp/"
"miyakohotelhakata","都ホテル博多","サウナ・温浴施設","HP: https://www.miyakohotels.ne.jp/hakata/index.html"
"kahonoyu","嘉穂の湯","サウナ・温浴施設","HP: http://kahonoyu.com/"
"cop_camp2022","COP COCO & OUTDOOR PARADISE -ココアンドアウトドアパラダイス-","サウナ・温浴施設","HP: https://outdoor-paradise.jp/"
"kiraranoyu","二丈温泉 きららの湯","サウナ・温浴施設","HP: https://kiraranoyu.jp/"
"tokyo_kyusyu_ferry","それいゆ(東京九州フェリー)","サウナ・温浴施設","HP: https://tqf.co.jp/"
"youclub_fukutsu","遊倶楽部","サウナ・温浴施設","HP: http://www.youclub.co.jp/"
"parens_onoya","ホテルパーレンス小野屋","サウナ・温浴施設","HP: http://www.parens.jp/"
"okawaonsen","大川温泉 貴肌美人 緑の湯","サウナ・温浴施設","HP: https://okawaonsen.com/"
"sengoku0928724141","湧水千石の郷","サウナ・温浴施設","HP: http://www.sengokunosato.com/"
"tabisurukissa_ukiha","旅する喫茶 うきは","サウナ・温浴施設","HP: https://tabisurukissa-ukiha.com/"
"mercure_fukuoka_munakata","メルキュール福岡宗像リゾート&スパ(旧 ロイヤルホテル宗像)","サウナ・温浴施設","HP: https://mercure-fukuokamunakata-resortandspa.jp/"
"greenpiayame","黒木温泉 くつろぎの湯 (くつろぎの森 グリーンピア八女)","サウナ・温浴施設","HP: http://greenpia-yame.com/"
"laspark_resort","LASPARK RESORT","サウナ・温浴施設","HP: https://laspark.jp/"
"hotel_bvljua","ホテル ブルジュア 久留米","サウナ・温浴施設","HP: https://bvljua.jp/"
"crosslife_jp_official","クロスライフ博多天神","サウナ・温浴施設","HP: https://crosslife-hakatatenjin.orixhotelsandresorts.com/"
"shiosauna.nogata","塩SAUNA","サウナ・温浴施設","HP: https://shiosauna.com"
"tabasa_sanremo","HOTEL tabasa sanremo","サウナ・温浴施設","HP: http://www.tabasa.co.jp/"
"kamenoihotel_yanagawa","亀の井ホテル 柳川","サウナ・温浴施設","HP: https://kamenoi-hotels.com/yanagawa/"
"cocogroup.official","HOTEL HANABI","サウナ・温浴施設","HP: http://www.coco-group.jp/"
"konominato_camp","神湊ガーデンキャンプ","サウナ・温浴施設","HP: https://lit.link/konominatogardencamp"
"restayhotels","レステイペントハウス","サウナ・温浴施設","HP: https://www.restayhotels.com/detail/322"
"sola_suna","Beach Side Resort Hotel そらすな","サウナ・温浴施設","HP: https://nagaihama-resort.com/solasuna/"
"restayhotels","レステイウィンディ","サウナ・温浴施設","HP: https://www.restayhotels.com/detail/279"
"restayhotels","レステイ小倉","サウナ・温浴施設","HP: https://www.restayhotels.com/detail/316#top"
"fukuokachapelcoco","チャペルココナッツ ホテル イポラニ 福岡","サウナ・温浴施設","HP: https://www.chapelcoconuts.net/"
"chikushinocc","筑紫野カントリークラブ","サウナ・温浴施設","HP: http://www.chikushino-cc.co.jp/"
"route_inn_hotels","天然地下水 有明海の塩湯「旅人の湯」(ホテルルートイン大牟田)","サウナ・温浴施設","HP: https://www.route-inn.co.jp/hotel_list/fukuoka/index_hotel_id_745/"
"grandempirehotel_fukuoka","グランドエンパイアホテル","サウナ・温浴施設","HP: http://www.grandempirehotel.jp/"
"tabist_official","ホテルテトラ 北九州","サウナ・温浴施設","HP: https://tabist.co.jp/h/B40TTKY/?utm_source=GMB_JP&amp;utm_medium=organic&amp;utm_campaign=B40TTKY"
"the_queenshillgolfclub","ザ·クイーンズヒルゴルフクラブ","サウナ・温浴施設","HP: http://queenshill.co.jp/"
"saga_komorebi","佐賀の湯処 KOMOREBI","サウナ・温浴施設","HP: https://www.komorebi.spa/"
"ond_hotel","OND HOTEL","サウナ・温浴施設","HP: http://www.ondhotel.jp/"
"ond_sauna","OND SAUNA","サウナ・温浴施設","HP: https://www.ondsauna.jp/"
"sazankanoyu","ひがしせふり温泉 山茶花の湯","サウナ・温浴施設","HP: http://www.sazanka-yu.com/"
"suginoya2216","みはらしの宿 杉乃家","サウナ・温浴施設","HP: http://www.furuyu-suginoya.com/"
"saga.poka","佐賀ぽかぽか温泉","サウナ・温浴施設","HP: https://www.souyu.co.jp/shisetsu/saga_pokapoka"
"urari.takeo","うらり武雄 Garden Terrace Spa Reasorts","サウナ・温浴施設","HP: https://hpdsp.jp/uraritakeo/"
"yamabiko56","三瀬温泉 やまびこの湯","サウナ・温浴施設","HP: https://www.souyu.co.jp/shisetsu/yamabiko"
"watayabesso_official","和多屋別荘「湯殿 心晶」","サウナ・温浴施設","HP: https://wataya.co.jp/"
"amandi_saga","佐賀大和温泉ホテル アマンディ","サウナ・温浴施設","HP: https://www.amandi.jp/saga/index.html"
"gardenterrace.saga","ガーデンテラス佐賀ホテル&リゾート","サウナ・温浴施設","HP: https://www.gt-saga.jp/"
"watayabesso_official","河畔サウナ(個室サウナ 和多屋別荘内)","サウナ・温浴施設","HP: https://wataya.co.jp/facility/ureshino_well-being"
"7noyu.karatsu","鳴神温泉 ななのゆ","サウナ・温浴施設","HP: http://www.7noyu.jp/"
"tenzan.taqua","天山多久温泉(天山 多久温泉 TAQUA)","サウナ・温浴施設","HP: http://taqua.jp/"
"karatsuseasidehotel","唐津シーサイド温泉(唐津シーサイドホテル 西館)","サウナ・温浴施設","HP: https://www.seaside.karatsu.saga.jp/"
"karatsuseasidehotel","唐津シーサイド温泉(唐津シーサイドホテル 東館)","サウナ・温浴施設","HP: http://www.seaside.karatsu.saga.jp/"
"ureshino88","嬉野八十八(やどや)","サウナ・温浴施設","HP: https://www.ureshino88.jp/"
"sayohimenoyu_kyuragi","きゅうらぎ温泉 佐用姫の湯","サウナ・温浴施設","HP: http://www.souyu.co.jp/kyuragi/"
"ureshino1170","嬉野温泉 旅館 大正屋","サウナ・温浴施設","HP: https://www.taishoya.com/"
"nodanoyu_yasuragisou_official","野田の湯 やすらぎ荘","サウナ・温浴施設","HP: http://nodanoyu-yasuragisou.jp/ryoukin.html"
"yurakuan_sauna.spa","SAUNA & SPA YURAKUAN","サウナ・温浴施設","HP: https://www.yura-kuan.jp/"
"imarigrandhotel","伊万里グランドホテル","サウナ・温浴施設","HP: http://www.igh.jp/"
"kabeshima_yocozo","YOCOZO HOTEL & RESORT","サウナ・温浴施設","HP: https://yocozo.jp/"
"sanchan615","カプセルホテルサウナサン","サウナ・温浴施設","HP: https://www.sauna-sun.com"
"power_spot_sauna","御湯神指しベストパワーランド","サウナ・温浴施設","HP: https://onyukamisashi.jp/"
"yukulu_official","ONSEN&SAUNA YUKULU","サウナ・温浴施設","HP: https://www.nagasakistadiumcity.com/yukulu/"
"lamp_iki","ISARIBI SAUNA(LAMP壱岐)","サウナ・温浴施設","HP: https://lampinc.co.jp/iki/"
"ofuroba_ojika","薬湯&サウナ ofuroba","サウナ・温浴施設","HP: https://ofuroba.my.canva.site/"
"sunspa_omura","天然温泉 ゆの華 サンスパおおむら店","サウナ・温浴施設","HP: https://sunspa-omura.jp/"
"brains.nagasaki","ペットリゾート ブレインズ長崎(宿泊者専用)","サウナ・温浴施設","HP: https://brains-nagasaki.com/"
"dormyinn.official","天然温泉 鶴港の湯 ドーミーインPREMIUM長崎駅前","サウナ・温浴施設","HP: https://dormy-hotels.com/dormyinn/hotels/premium_nagasaki/"
"seisyunnosato","はさみ温泉 湯治楼","サウナ・温浴施設","HP: https://www.373nodenen.com/spa"
"dormyinn.official","出島の湯 ドーミーイン長崎新地中華街","サウナ・温浴施設","HP: http://www.hotespa.net/hotels/nagasaki/"
"___colorit___","カラリト五島列島","サウナ・温浴施設","HP: https://colorit.jp/"
"hotel.flags.sasebo.99shima","ホテルフラッグス佐世保九十九島 the BEKKAN","サウナ・温浴施設","HP: https://gardenterracehotels.com/sasebo/"
"stadiumcityhotelnagasaki","STADIUM CITY HOTEL NAGASAKI","サウナ・温浴施設","HP: https://www.nagasakistadiumcity.com/stadiumcityhotel/"
"yumiharinooka_hotel","弓張の丘ホテル 弓張温泉 彩海","サウナ・温浴施設","HP: https://www.yumihari.com"
"unzen_mikado_official","雲仙みかどホテル本館","サウナ・温浴施設","HP: http://www.unzen-mikado.net/"
"paradisegarden_sasebo","ザ パラダイスガーデン サセボ","サウナ・温浴施設","HP: http://www.paradise-g.jp/"
"hotel_nagasaki","立山夜景ホテル長崎","サウナ・温浴施設","HP: https://hotel-nagasaki.jp/"
"yamanoren","天空の宿 山暖簾","サウナ・温浴施設","HP: http://www.yamanoren.co.jp/"
"goto_conkana","五島コンカナ王国 鬼岳温泉 (ワイナリー&リゾート)","サウナ・温浴施設","HP: https://conkana.jp"
"hirayamaryokan","平山旅館","サウナ・温浴施設","HP: http://www.iki.co.jp/"
"harajoumasago","原城温泉 真砂","サウナ・温浴施設","HP: http://www.harajoumasago.jp/"
"tsushima.gh","対馬グランドホテル","サウナ・温浴施設","HP: http://tsushima-grandhotel.com/"
"ikoinomura.nagasaki","いこいの村長崎","サウナ・温浴施設","HP: http://www.ikoinomura.com/"
"yuttaritsushima","湯多里ランドつしま","サウナ・温浴施設","HP: http://yuttariland-tsushima.com/"
"restayhotels","レステイ長崎アイネ","サウナ・温浴施設","HP: https://www.restayhotels.com/detail/218#top"
"restayhotels","レステイ長崎倶楽部","サウナ・温浴施設","HP: https://www.restayhotels.com/detail/325"
"99hotel","東洋九十九ベィホテル","サウナ・温浴施設","HP: http://www.tsukumo-hotel.co.jp/"
"yulax_kumamoto","サウナと天然温泉 湯らっくす","サウナ・温浴施設","HP: https://www.yulax.info"
"yuyasuizen","湯屋 水禅 Luxury Sauna & Spa(松屋別館)","サウナ・温浴施設","HP: https://www.matsuyahonkan.com/suizen/"
"mifuneterrace","Mifune Terrace","サウナ・温浴施設","HP: https://www.mifuneterrace.jp/"
"suisyun_kashima","嘉島湯元水春","サウナ・温浴施設","HP: http://suisyun.jp/kashima/"
"sauna_ikitai","ペルラの湯舟","サウナ・温浴施設","HP: https://sauna-ikitai.com/saunas/4096"
"tsukasanoyu_official","玉名温泉 つかさの湯","サウナ・温浴施設","HP: http://www.tsukasanoyu.jp/"
"asoshikinomori","南阿蘇 久木野温泉 四季の森","サウナ・温浴施設","HP: http://www.aso-shikinomori.com/"
"dondokoyu","火の山温泉 どんどこ湯","サウナ・温浴施設","HP: https://dondokoyu.com/"
"dongurimura_ymg","温泉の郷 山鹿どんぐり村","サウナ・温浴施設","HP: http://www.dongurimura.info/"
"an_sau_na","an sauna","サウナ・温浴施設","HP: https://ansauna.the-panese.jp/"
"kirari_camp","奥矢谷渓谷マザーネイチャーきらり","サウナ・温浴施設","HP: https://kirari-camp.com/"
"ootaninoyu","大谷の湯","サウナ・温浴施設","HP: https://ootanino-yu.com/"
"tarutama_onsen_takibiyori","垂玉温泉 瀧日和","サウナ・温浴施設","HP: https://tarutama.jp/"
"hirayama_tofu.yamato","平山温泉豆腐屋やまと 無創庵","サウナ・温浴施設","HP: http://www.yamato-ryokan.jp/"
"mizubeplaza","天然温泉 湯花里(道の駅 水辺プラザかもと)","サウナ・温浴施設","HP: http://www.mizube-plaza.co.jp/"
"_kohyamaresort","隠れ家温泉 古保山リゾート","サウナ・温浴施設","HP: http://www.kohyamaresort.com/"
"asocanyontl","トライアルゴルフ&リゾートASO COURSE/阿蘇キャニオンテラス&ロッジ","サウナ・温浴施設","HP: https://aso-canyonterracelodge.com/terrace/"
"lisola_the_bird","L'isola THE BIRD(リゾラザバード)","サウナ・温浴施設","HP: https://lisolathebird.com/"
"katarunomori_dns","城南天然温泉かたるの森","サウナ・温浴施設","HP: https://katarunomori.jp/"
"hirayamaonsen_flora","平山温泉 日帰りスパ フローラ","サウナ・温浴施設","HP: https://www.spa-flora.com/"
"hananobandai","平山温泉 華の番台 日帰り温泉","サウナ・温浴施設","HP: http://hananobandai.com/"
"foresta.aso","フォレスタ阿蘇車帰","サウナ・温浴施設","HP: https://foresta-aso.jp/day-use/"
"dormyinn.official","天然温泉 肥後の湯(御宿野乃熊本)","サウナ・温浴施設","HP: https://dormy-hotels.com/dormyinn/hotels/nono_kumamoto/?utm_source=google&amp;utm_medium=gbp&amp;utm_campaign=gbpurl"
"tsunagi.shikisai","津奈木温泉 四季彩","サウナ・温浴施設","HP: http://www.town.tsunagi.lg.jp/shikisai/"
"amurionsen","天草市総合交流施設天然温泉愛夢里","サウナ・温浴施設","HP: http://www.amuri-onsen.jp/"
"megumionsenryokan","恵温泉旅館","サウナ・温浴施設","HP: https://megumi-onsen.jp/"
"bussankan","道の駅東陽 かけ流し温泉夢あかり","サウナ・温浴施設","HP: http://www.toyo-seseragi.com/"
"qo_funpage_michinoeki","道の駅 大野温泉センター","サウナ・温浴施設","HP: http://www.qsr.mlit.go.jp/n-michi/michi_no_eki/kobetu/oonoonsen/oonoonsen.html"
"yunomaeonsen_yurari","ゆのまえ温泉湯楽里","サウナ・温浴施設","HP: http://www.y-yurari.co.jp/"
"the_blossom_kumamoto","THE BLOSSOM KUMAMOTO","サウナ・温浴施設","HP: https://www.jrk-hotels.co.jp/Kumamoto/"
"amakusatakarajima","天草ゆ楽園","サウナ・温浴施設","HP: https://www.t-island.jp/p/spot/detail/301"
"staff_yumeshizuku_soan","ホテル夢しずく","サウナ・温浴施設","HP: http://yumeshizuku.jp/"
"kamenoihotel_aso_parkresort","亀の井ホテルパークリゾート(阿蘇の司ビラパークホテル&スパリゾート)","サウナ・温浴施設","HP: https://asovilla.jp/spa/index.php"
